item,modelo,discriminacion,dificultad,n_categorias
SC202Q05JA,GRM,0.8373701180450513,,6
SC037Q03TA,GRM,0.8371569065177724,,3
FL167Q01HA,GRM,0.8275521328789841,,4
FL166Q05HA,GRM,0.8275510919446285,,3
SC208Q03JA,GRM,0.8176484484064095,,4
SC208Q01JA,GRM,0.8175030376635836,,4
FL166Q06HA,GRM,0.7882852923307678,,3
SC205Q01JA,GRM,0.7882156014386096,,4
FL164Q07HA,GRM,0.7784614650675612,,3
ST038Q07NA,GRM,0.778448544971644,,4
FL164Q02HA,GRM,0.7686334867460815,,3
SC017Q06NA,GRM,0.7686319070672762,,4
SC208Q04JA,GRM,0.7685533987384892,,4
SC208Q09JA,GRM,0.7489434002618292,,4
SC208Q08JA,GRM,0.7489318496280203,,4
ST338Q06JA,GRM,0.7391826261362321,,6
ST251D09JA,GRM,0.7391825765032571,,5
SC204Q02JA,GRM,0.7391537872166579,,4
ST265Q03JA,GRM,0.7391349937651169,,4
SC037Q05NA,GRM,0.7389790045978268,,3
SC017Q05NA,GRM,0.7293613026858825,,4
SC037Q04TA,GRM,0.6997831390532835,,3
SC208Q02JA,GRM,0.6996987834144467,,4
ST337Q04JA,GRM,0.6900770718144128,,6
ST268Q08JA,GRM,0.6900629868732406,,4
ST253Q01JA,GRM,0.6802571862781452,,8
SC208Q07JA,GRM,0.6703378475776122,,4
ST338Q02JA,GRM,0.6606240111162556,,6
ST337Q07JA,GRM,0.6606204699884565,,6
SC217Q05JA,2PL,0.6606198972788121,4.901442332524184,2
ST268Q07JA,GRM,0.6606002735180985,,4
SC017Q07NA,GRM,0.6508017611899375,,4
SC017Q09JA,GRM,0.6508012832414116,,4
ST338Q01JA,GRM,0.6507979680669506,,6
ST337Q06JA,GRM,0.6507971666491761,,6
ST341Q05JA,GRM,0.6507580388601832,,4
ST265Q01JA,GRM,0.6507362509670305,,4
SC205Q05JA,GRM,0.6506679748593693,,4
RCO1S_PERF,GRM,0.6409778160939936,,4
SC216Q03JA,GRM,0.6409769737008562,,4
SC061Q11HA,GRM,0.6408483240950453,,4
SC172Q07JA,GRM,0.631122300561864,,4
SC155Q08HA,GRM,0.6310918705379064,,4
ST265Q04JA,GRM,0.6310760051592941,,4
ST038Q06NA,GRM,0.621325879922918,,4
ST265Q02JA,GRM,0.6212292882125399,,4
ST250D07JA,GRM,0.6211062433722848,,3
SC172Q04JA,GRM,0.6115179410428303,,4
ST268Q09JA,GRM,0.6115127902447366,,4
ST006Q03JA,2PL,0.6026051664371754,3.110250517659082,2
ST250D06JA,GRM,0.5916787105468913,,3
SC216Q01JA,GRM,0.5722135975624518,,4
SC017Q10JA,GRM,0.5624252504543612,,4
SC215Q01JA,2PL,0.5624215361385484,3.3032709467433916,2
SC173Q05JA,GRM,0.5623166748897049,,5
FL174Q07JA,GRM,0.5526099205773372,,4
SCSUPRTED,GRM,0.5526038419916907,,3
FL169Q04HA,GRM,0.5525543183326094,,4
VER_DAT,GRM,0.5427698760191788,,4
VER_DAT_stu,GRM,0.5427696301669424,,4
ST250Q02JA,2PL,0.5337151579253829,-0.8796611997682325,2
ST008Q03JA,2PL,0.5329702241926022,2.9046792631115244,2
SC017Q04NA,GRM,0.5329676507830744,,4
SC017Q02NA,GRM,0.5329652747823933,,4
SC216Q07JA,GRM,0.5329624215994971,,4
FL169Q03HA,GRM,0.5329059196218524,,4
SC223Q01JA,GRM,0.5328527115174599,,3
FL174Q05JA,GRM,0.5328405791574208,,4
ST250Q03JA,2PL,0.5277006439217744,1.138257668371014,2
RS2_TEST,GRM,0.5231243841781987,,7
FL169Q10JA,GRM,0.5230713620501083,,4
SC223Q05JA,GRM,0.5230494389694764,,3
RCORE_PERF,GRM,0.5133223935546734,,4
SC222Q02JA,GRM,0.513242165069303,,4
SC223Q09JA,GRM,0.513230193841329,,3
FL169Q08JA,GRM,0.5034623479077314,,4
SC037Q06NA,GRM,0.5033849408906503,,3
ST250Q05JA,2PL,0.5004621498302505,-1.0659772134338845,2
