ST250Q02JA,ST250Q03JA,ST250Q05JA,ST006Q03JA,ST008Q03JA,SC183Q02JA,SC183Q04JA,SC184Q01JA,SC184Q02JA,SC184Q03JA,SC184Q04JA,SC184Q05JA,SC184Q06JA,SC184Q07JA,SC215Q01JA,SC217Q04JA,SC217Q05JA,PRIVATESCH,ST250D06JA,ST250D07JA,ST251D08JA,ST251D09JA,ST259Q01JA,ST251Q03JA,ST251Q04JA,ST253Q01JA,ST254Q01JA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST265Q01JA,ST265Q02JA,ST265Q03JA,ST265Q04JA,ST268Q07JA,ST268Q08JA,ST268Q09JA,ST337Q03JA,ST337Q04JA,ST337Q05JA,ST337Q06JA,ST337Q07JA,ST337Q08JA,ST338Q01JA,ST338Q02JA,ST338Q03JA,ST338Q04JA,ST338Q05JA,ST338Q06JA,ST338Q07JA,ST338Q08JA,ST341Q01JA,ST341Q02JA,ST341Q04JA,ST341Q05JA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q08TA,SC017Q02NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q09JA,SC017Q10JA,SC061Q11HA,SC155Q08HA,SC182Q06WA02,SC182Q07JA02,SC182Q08JA02,SC172Q04JA,SC172Q07JA,SC173Q05JA,SC202Q01JA,SC202Q03JA,SC202Q04JA,SC202Q05JA,SC202Q08JA,SC204Q02JA,SC204Q05JA,SC205Q01JA,SC205Q02JA,SC205Q03JA,SC205Q05JA,SC205Q07JA,SC208Q01JA,SC208Q02JA,SC208Q03JA,SC208Q04JA,SC208Q07JA,SC208Q08JA,SC208Q09JA,SC216Q01JA,SC216Q03JA,SC216Q07JA,SC222Q02JA,SC223Q01JA,SC223Q05JA,SC223Q09JA,SCHLTYPE,SCSUPRTED,FL164Q02HA,FL164Q03HA,FL164Q04HA,FL164Q05HA,FL164Q06HA,FL164Q07HA,FL164Q08HA,FL164Q11HA,FL164Q15HA,FL164Q16HA,FL166Q05HA,FL166Q06HA,FL166Q07HA,FL174Q05JA,FL174Q07JA,FL167Q01HA,FL167Q05HA,FL162Q01HA,FL162Q02HA,FL162Q03HA,FL162Q04HA,FL162Q05HA,FL162Q06HA,FL163Q01HA,FL163Q03HA,FL163Q04HA,FL163Q05HA,FL171Q03JA,FL171Q04JA,FL171Q05JA,FL171Q07JA,FL171Q10JA,FL171Q11JA,FL169Q03HA,FL169Q04HA,FL169Q08JA,FL169Q10JA,PROGN,GRADE,SRESPCUR,SRESPRES,RCORE_PERF,RCO1S_PERF,RS2_TEST,VER_DAT_stu,ISCEDP,MCLSIZE,CLSIZE,VER_DAT,clase_lca,score_rendimiento,prob_clase_0,prob_clase_1,prob_clase_2,prob_clase_3,prob_clase_4,prob_clase_5,prob_clase_6
0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,2,2,4,0,1,1,2,0,1,2,2,0,0,0,1,2,0,2,2,0,0,1,2,0,0,2,0,0,3,2,3,2,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,3,0,3,1,0,0,2,1,0,0,1,1,1,1,0,2,2,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,2,2,2,1,2,2,2,0,1,3,1,1,1,1,1,1,2,0,0,3,4,0,0,4,0,0,2,1,2,1,1,3,3,0,2,3,0,3,1,0,0,3,0,336.33889999999997,0.9989365211655017,2.048943133760288e-81,5.576735892331367e-108,2.9468239792334838e-08,0.0010634380925750434,1.1273688919466098e-08,3.114815550618938e-127
0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,5,0,0,2,0,0,0,0,1,2,1,1,1,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,3,2,2,0,3,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,0,1,2,1,1,1,1,1,1,2,2,2,1,1,1,0,2,2,2,1,1,1,1,1,3,2,2,1,1,0,0,2,0,0,0,2,1,1,0,1,4,1,0,1,1,1,1,1,2,2,1,5,450.4448,3.530199553711767e-05,0.14101322674774025,1.586548470593222e-118,6.14119942224927e-18,7.308473484040626e-13,0.8589514712559886,2.0234407682922547e-143
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,5,2,0,0,0,2,0,0,0,0,1,2,1,0,1,1,1,3,3,0,1,2,0,3,2,0,1,0,0,3,0,2,1,0,0,0,0,0,0,1,0,1,1,1,2,2,1,1,0,0,1,1,1,0,1,1,1,1,0,1,2,1,1,1,2,2,2,2,2,2,1,1,1,0,3,1,1,1,1,2,3,2,3,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,3,2,0,2,3,0,0,1,4,4,0,0,430.58643333333333,0.9999991825865139,6.974947484817053e-59,5.600084490368004e-106,3.500395112019609e-14,5.754440381427578e-12,8.174076922269391e-07,3.718767355987536e-119
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,2,6,0,0,3,1,0,0,0,0,0,1,0,0,0,0,2,3,5,0,0,5,4,4,4,2,2,3,3,3,1,0,1,1,0,0,1,2,0,0,1,3,3,2,1,2,3,0,0,1,0,3,0,2,2,3,3,5,4,1,1,1,1,0,2,0,0,2,1,1,0,0,1,2,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,2,1,0,1,1,2,2,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,3,4,5,2,3,5,1,1,3,3,1,2,428.3947000000001,4.4180744531385033e-44,9.368986255798068e-62,1.0,4.759045616965711e-63,1.733166446584989e-72,3.205834544352402e-89,2.9140997734281176e-18
1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,2,6,2,2,5,0,0,0,0,0,2,1,0,0,0,0,2,2,5,5,2,4,5,3,2,0,0,0,0,0,0,2,0,2,0,0,0,0,1,3,3,2,2,2,3,2,2,2,0,0,0,3,0,3,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,3,1,1,1,1,0,0,1,1,1,2,0,1,1,2,2,2,2,2,2,2,0,2,1,1,1,0,0,1,3,2,2,2,1,1,0,0,0,0,0,2,1,1,0,1,3,0,0,3,2,5,0,1,3,3,0,1,591.0927333333333,7.887164726752257e-17,1.0,5.950954072821624e-114,6.625597703819263e-18,1.1944981001031264e-14,6.753969843706736e-28,1.0479178611988487e-139
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,2,1,1,1,0,1,1,2,0,0,1,0,1,2,1,2,0,1,1,2,3,0,0,0,0,0,1,1,1,1,2,2,2,1,0,0,0,0,0,1,1,2,0,1,4,2,0,2,1,1,0,1,3,3,0,5,381.3905000000001,0.010580471830477587,3.693958494912043e-93,1.3704446919236264e-155,1.4373600771066005e-17,1.3891829109563172e-13,0.9894195281693791,1.041886818806773e-178
1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,6,0,2,3,1,0,0,0,2,0,1,1,0,0,0,4,3,3,3,1,2,2,4,4,2,2,3,3,2,2,0,3,3,1,1,1,1,0,3,3,2,2,2,1,2,2,0,0,0,0,3,0,1,2,1,1,1,4,1,1,1,1,1,1,1,0,2,1,1,1,0,1,3,3,2,3,1,1,1,1,1,1,2,1,2,2,0,0,2,2,2,1,0,2,0,2,3,0,3,2,3,2,3,2,3,3,3,2,2,3,1,0,2,0,0,1,1,1,1,3,4,5,1,1,1,2,1,4,4,2,2,577.0983666666667,7.398544806613862e-105,1.207548992827793e-160,1.0,3.8367848970733835e-125,5.112865813605797e-136,6.218240205002199e-114,1.699566685902374e-19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,6,0,0,5,0,0,0,0,0,1,0,0,1,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,1,1,3,1,3,2,1,2,0,0,0,0,1,1,4,2,0,0,5,2,0,0,1,0,1,0,1,2,2,1,1,0,0,1,1,1,3,2,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,3,2,2,1,1,0,0,0,0,0,0,0,0,1,0,1,3,1,3,3,3,6,0,1,0,0,0,5,477.54126666666684,0.2686029022688762,1.0573927831398904e-59,2.232035085211284e-91,1.4913609026191088e-15,2.515069231226323e-14,0.7313970977310945,4.822845603915555e-100
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,2,5,1,1,6,0,0,0,0,0,0,2,2,1,1,1,1,3,2,3,3,2,4,4,3,2,2,3,3,3,0,2,1,0,0,0,0,1,1,0,1,2,2,3,3,1,2,0,0,0,0,3,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,2,1,1,0,0,1,1,1,0,2,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,3,1,0,2,1,0,1,3,4,5,1,1,1,1,1,3,3,1,2,465.8540666666666,2.2546277699983893e-68,4.017910497529556e-95,1.0,7.681876324056515e-55,4.782312514473779e-73,2.4256274883889118e-107,1.292715197166511e-22
1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,2,5,0,0,5,0,0,3,0,1,2,1,1,0,0,0,2,2,0,2,2,4,0,0,4,0,0,2,0,1,0,0,3,2,0,0,1,1,0,1,0,2,2,2,1,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,3,2,3,3,2,3,3,3,3,3,1,3,2,3,3,0,3,1,2,1,1,3,0,0,3,2,6,1,1,2,2,1,1,426.1115333333335,5.522400058960287e-18,0.9999999999991189,1.2817096857445661e-74,1.2931371630785096e-20,8.801276553297298e-13,2.461099236260999e-31,8.302441071237993e-114
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2,6,2,2,3,2,0,0,0,1,1,0,2,1,1,1,0,1,0,2,5,1,3,3,1,1,1,0,1,0,1,1,1,0,0,0,0,2,1,3,3,3,2,2,0,0,1,1,0,2,2,3,0,2,1,0,0,0,0,0,0,1,1,1,3,1,2,2,1,1,0,0,1,1,1,1,2,1,2,2,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,2,0,1,0,1,1,1,1,1,1,1,1,1,1,3,0,0,1,3,1,1,0,0,0,1,3,2,2,0,0,0,0,1,0,0,0,4,332.22279999999995,1.3503905643762266e-07,3.297114435597572e-103,1.4513036309943753e-123,7.581100740344782e-10,0.9999998642028437,3.460324210191676e-16,2.0057301839048212e-161
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,7,2,2,6,0,0,3,0,0,1,0,0,1,1,1,4,3,2,4,3,2,4,4,3,2,2,3,3,3,1,1,1,0,1,2,0,0,1,3,3,2,2,2,1,3,0,2,1,1,1,3,0,0,2,1,1,1,4,0,0,1,0,1,1,0,2,2,1,2,0,0,1,0,2,3,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,2,1,1,1,1,3,1,1,1,1,4,4,0,4,0,0,1,3,3,1,1,3,4,5,1,1,1,1,1,0,0,1,2,377.5633333333334,1.5675759289277453e-67,5.264377692742079e-107,1.0,3.0906951516910267e-53,1.91222602970438e-72,1.292890537370835e-98,3.275192929961967e-21
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4,0,4,4,0,5,5,0,3,3,5,0,2,2,0,0,0,1,0,0,1,1,0,1,0,2,2,2,1,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,2,1,1,2,1,2,1,0,0,2,2,1,1,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,0,1,2,1,1,4,0,0,1,1,1,1,1,2,2,1,1,367.9546333333332,5.670150114803259e-24,0.9994823144399566,1.1482203873277569e-76,5.099946099909611e-10,0.0005176850500550639,6.720601679076627e-31,6.952717246023132e-124
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,3,0,0,7,0,0,2,1,0,1,2,1,1,1,1,2,2,0,2,2,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,2,1,3,1,1,2,1,0,0,2,2,0,0,0,3,1,3,5,0,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,1,2,2,2,2,2,2,2,2,1,2,1,0,1,2,2,2,0,2,2,2,3,2,3,1,1,1,1,0,2,0,1,0,0,0,0,1,0,1,4,2,0,1,1,1,1,1,1,1,1,1,437.55070000000006,5.884405948215317e-13,0.9999999999992042,4.235431725413026e-86,8.295415721905585e-23,6.518159323165683e-17,2.1258156404896813e-13,2.9531326168764688e-102
1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,3,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,2,1,0,0,0,3,0,3,0,0,0,0,0,1,1,1,1,1,1,1,2,2,0,1,0,0,0,1,1,1,2,1,1,2,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,2,1,1,3,2,3,2,2,2,2,0,0,0,2,0,0,0,0,1,0,1,3,0,0,2,3,0,0,1,0,0,0,0,364.61249999999995,0.9999554798571639,2.487528346433873e-74,1.4639870829581196e-149,1.49224229093554e-16,3.597774336526444e-15,4.4520142827915606e-05,7.344732520937225e-173
0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,3,3,3,0,1,0,0,0,3,1,2,1,0,0,5,0,1,1,1,1,1,1,1,2,2,1,1,0,0,1,0,1,1,2,1,1,1,0,1,1,1,0,0,1,1,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,0,2,3,2,1,1,1,1,0,3,3,1,5,345.0430999999999,2.6520408065293605e-10,1.0753163358881114e-98,1.3857516169748371e-73,2.1056419544711835e-24,2.478985644532527e-19,0.999999999734797,9.462972679963263e-95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,1,0,2,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,1,2,0,1,2,2,1,0,2,0,0,1,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,2,0,0,1,1,1,1,0,4,4,1,5,306.7040666666666,1.0357522413884796e-18,3.2357223279234493e-102,3.254479927871753e-173,7.752914655522999e-31,3.586287285348066e-25,1.0,2.4782017335648172e-194
1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,2,6,0,2,3,1,0,0,0,3,3,3,3,0,0,0,4,3,2,1,3,2,4,4,3,2,2,3,3,1,0,0,0,1,2,0,1,1,0,2,2,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,1,1,0,2,2,1,1,0,1,1,1,1,0,3,2,2,2,0,1,2,2,0,0,0,2,0,0,2,1,0,0,1,0,2,2,1,3,3,3,2,3,2,3,3,3,3,1,1,1,2,2,0,2,1,2,1,1,4,1,0,3,2,0,0,1,7,6,0,3,538.6455000000001,1.9902679894445047e-27,2.618298039554509e-119,2.3944241740613707e-143,1.0,1.0137874134519987e-16,3.801070017169662e-54,4.3579818539445894e-207
0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,3,4,0,2,1,0,0,0,0,0,1,0,0,1,1,1,3,4,4,1,4,3,5,5,5,5,5,4,5,5,3,2,3,2,0,0,0,1,0,3,3,2,2,2,1,2,2,2,0,3,1,3,0,2,2,1,1,1,4,0,0,0,0,0,2,0,2,2,0,0,1,1,0,2,2,3,3,1,1,1,0,2,1,1,1,1,1,2,2,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,2,1,1,3,4,5,1,1,1,2,1,2,2,2,2,371.8787333333333,5.670720303736692e-84,1.1927288525370416e-94,0.9999999999879492,1.46008357290958e-105,1.9912228674832563e-99,5.668020068874401e-97,1.2063222956051813e-11
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,2,0,0,1,0,1,1,1,2,0,2,2,2,1,0,5,0,3,5,1,4,0,2,4,3,1,5,3,4,0,0,0,1,1,1,1,1,0,3,3,2,2,2,1,2,2,2,1,1,0,3,0,2,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,1,1,1,0,0,0,2,0,2,2,2,1,1,1,2,0,0,0,2,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,3,4,1,0,0,0,0,1,6,5,0,1,367.0251666666667,6.53165685075728e-19,0.9999986373258783,3.908607045519269e-73,1.475719516961671e-13,1.3626739787427136e-06,9.852577909389894e-22,9.76383668335152e-103
0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,2,0,0,0,0,2,3,3,0,1,0,0,2,1,1,0,3,1,3,3,2,4,4,1,2,2,3,3,3,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,1,1,0,0,1,1,1,1,3,1,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,3,2,2,2,3,2,3,1,2,2,2,3,1,0,2,3,1,1,0,1,0,1,3,3,0,1,1,1,1,1,1,1,1,3,441.7677333333331,1.2866196842957817e-22,1.449427082829331e-38,6.10953879934287e-73,0.9999999999718625,2.8151562152173662e-11,2.405262975088026e-28,6.275685894871141e-132
0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,3,2,0,4,0,0,0,0,1,2,1,1,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1,3,0,0,0,0,0,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,0,0,0,1,1,1,1,2,1,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0,1,0,0,1,3,1,1,2,3,3,2,0,2,2,3,1,1,1,1,3,3,0,0,0,2,1,3,3,0,1,1,1,1,1,2,2,1,5,368.0937666666666,0.009327402555089659,3.16006089338879e-49,1.5402687653519314e-101,1.9430214731343563e-16,5.111374506101241e-10,0.9906725969337701,3.2304870394390607e-127
0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,2,2,2,0,0,0,0,0,1,0,0,1,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,3,0,1,1,1,1,2,2,1,1,0,1,1,1,0,0,0,1,0,0,2,2,0,0,0,3,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,1,1,1,1,0,3,1,5,383.67690000000005,0.0013549779635358785,8.750662215081821e-77,8.612613895652666e-141,6.274286765421438e-19,1.0737328814848308e-17,0.9986450220364689,5.0929033126629706e-163
1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,2,2,4,0,2,5,0,0,1,0,0,1,1,1,1,1,1,2,1,1,1,4,5,0,1,1,0,0,1,5,1,1,1,2,1,1,1,1,1,0,1,1,2,2,2,1,2,0,0,0,0,0,1,0,3,2,3,3,5,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,1,1,0,0,0,1,1,2,1,1,2,1,1,0,0,1,3,1,0,2,1,1,1,1,1,2,2,2,2,1,1,4,3,0,0,0,1,0,0,1,3,4,5,1,1,1,2,1,0,0,2,2,487.8405,7.243198327010562e-31,1.3082479784068754e-35,0.9990579978476835,2.674203706590503e-92,4.039186652956988e-86,8.988978371348292e-81,0.00094200215230689
1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,2,1,3,0,0,3,0,0,0,0,0,1,0,1,0,0,0,4,3,4,3,4,2,5,4,0,0,5,0,0,0,3,2,3,2,0,0,1,0,0,1,3,0,3,2,0,0,2,1,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,1,1,0,2,2,2,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,0,0,0,2,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,3,2,0,2,3,6,0,1,4,4,0,3,355.0491666666667,1.945824871821238e-07,8.917807468195408e-49,1.7511067766858778e-90,0.9999478611234838,5.194429403935207e-05,1.5621413815290686e-16,1.5336420811566607e-121
0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,2,6,2,1,7,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,3,3,2,2,2,3,1,2,2,4,7,0,3,0,3,4,3,3,5,4,0,0,0,1,0,2,0,0,2,1,0,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,4,5,2,3,4,1,1,6,7,1,6,350.2305,1.9203370795995227e-21,8.074055889309936e-51,3.584950290981124e-18,5.949691420569518e-72,1.4518036976308393e-70,4.6133398029486314e-66,1.0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,3,0,0,0,0,2,0,0,1,1,0,1,1,0,1,1,1,1,1,0,3,2,0,0,2,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,2,1,1,0,0,0,2,1,1,1,1,2,1,1,1,1,2,1,1,2,0,1,0,1,1,1,1,2,3,1,1,1,1,0,0,0,0,0,0,1,0,1,2,1,4,1,1,1,1,1,1,1,0,0,1,1,475.3167666666666,1.973293166360398e-11,0.9999999960020318,4.977285654363502e-81,3.266589501939719e-21,1.8876589354397534e-19,3.978232987096607e-09,1.7613816650769585e-107
1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,2,2,8,1,1,3,2,0,0,0,0,1,0,0,1,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,1,1,2,2,2,1,2,2,2,1,0,0,3,0,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,3,3,2,3,1,1,0,1,1,0,1,0,2,0,2,0,2,2,2,0,1,1,0,0,1,1,2,0,0,3,2,3,2,1,2,1,0,3,0,2,2,0,1,1,2,1,1,3,4,5,2,3,3,1,1,0,5,1,6,391.08213333333333,6.684052117353187e-67,4.465008453644457e-125,6.13002802944982e-16,5.501928499841901e-108,4.204413653808423e-106,4.846985962186727e-79,1.0
0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,3,3,2,2,2,0,2,0,0,0,0,0,3,0,3,2,0,0,4,4,0,0,0,0,0,2,0,2,2,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,1,1,1,1,0,0,1,1,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,1,2,0,3,0,1,3,2,1,0,1,1,1,1,6,7,1,5,331.774,1.4024760785614186e-08,7.024642674660264e-37,3.480778513451469e-57,8.52935787926038e-21,2.4216279101355064e-18,0.9999999859752365,5.89688795983398e-66
1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,2,1,5,1,1,6,0,0,0,0,0,1,1,1,0,0,0,0,2,0,2,2,4,2,2,0,0,0,2,0,4,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,2,0,0,0,1,0,3,0,1,2,3,3,5,4,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,0,0,3,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,0,1,0,2,2,2,3,3,2,3,3,3,3,3,4,4,2,4,2,0,1,2,1,1,4,4,5,1,1,1,1,1,0,0,1,6,497.3169,1.4528639900177676e-20,6.33542768455784e-132,2.5139545939736777e-10,3.512138656230033e-73,5.6251435679552354e-67,2.3534137264499596e-78,0.99999999974861
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,2,6,1,1,7,1,0,0,0,0,1,0,0,1,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,1,1,0,1,1,1,1,1,0,1,3,2,3,2,1,1,2,0,0,0,0,3,0,2,2,1,1,1,1,1,0,1,1,0,1,0,2,2,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,0,2,1,1,2,2,0,0,2,2,0,0,0,0,0,0,0,0,2,0,4,4,0,2,0,0,1,0,0,2,1,3,4,5,1,1,1,1,1,0,0,1,6,479.26130000000006,6.805723357914305e-56,2.84002783105222e-97,1.96562902658484e-15,3.7759977832417716e-82,1.4547940931358444e-78,1.3289512485391293e-75,1.0
0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,1,3,0,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0,1,1,1,2,1,1,1,0,0,1,1,1,0,2,1,1,1,0,1,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2,1,1,1,1,0,1,3,3,0,5,392.9528666666666,1.9474051298384278e-10,2.445045157495721e-96,1.6852929394573716e-133,1.4063077440947592e-22,2.5055085526481164e-19,0.9999999998052544,3.931265115510629e-155
