ST250Q02JA,ST250Q03JA,ST250Q05JA,ST006Q02JA,ST006Q03JA,ST008Q01JA,ST008Q02JA,ST008Q03JA,SC183Q02JA,SC183Q04JA,SC184Q01JA,SC184Q02JA,SC184Q03JA,SC184Q04JA,SC184Q05JA,SC184Q06JA,SC184Q07JA,SC215Q01JA,SC217Q04JA,SC217Q05JA,PRIVATESCH,ST250D06JA,ST250D07JA,ST251D08JA,ST251D09JA,ST259Q01JA,ST251Q03JA,ST251Q04JA,ST254Q01JA,ST254Q06JA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST265Q01JA,ST265Q02JA,ST265Q03JA,ST265Q04JA,ST270Q01JA,ST270Q02JA,ST270Q03JA,ST270Q04JA,ST268Q07JA,ST268Q08JA,ST268Q09JA,ST337Q03JA,ST337Q05JA,ST337Q08JA,SC182Q06WA02,SC182Q07JA02,SC182Q08JA02,SC172Q04JA,SC172Q07JA,SC188Q03JA,SC202Q01JA,SC202Q02JA,SC202Q03JA,SC202Q04JA,SC202Q05JA,SC202Q08JA,SC202Q10JA,SC202Q11JA,SC202Q12JA,SC204Q01JA,SC204Q02JA,SC204Q05JA,SC205Q01JA,SC205Q02JA,SC205Q03JA,SC205Q07JA,SC208Q01JA,SC208Q02JA,SC208Q03JA,SC208Q04JA,SC208Q07JA,SC208Q08JA,SC208Q09JA,SC216Q02JA,SC216Q03JA,SC216Q05JA,SC216Q06JA,SC216Q07JA,SC216Q09JA,SC223Q05JA,SC223Q09JA,SCHLTYPE,SCSUPRTED,FL164Q02HA,FL164Q03HA,FL164Q04HA,FL164Q05HA,FL164Q06HA,FL164Q07HA,FL164Q08HA,FL164Q11HA,FL164Q15HA,FL164Q16HA,FL166Q05HA,FL166Q06HA,FL166Q07HA,FL174Q05JA,FL174Q07JA,FL167Q01HA,FL167Q05HA,FL162Q01HA,FL162Q02HA,FL162Q03HA,FL162Q04HA,FL162Q05HA,FL162Q06HA,FL163Q01HA,FL163Q03HA,FL163Q04HA,FL163Q05HA,FL171Q03JA,FL171Q04JA,FL171Q05JA,FL171Q10JA,FL171Q11JA,FL169Q03HA,FL169Q04HA,FL172Q01JA,PROGN,GRADE,SRESPCUR,SRESPRES,RS1_TEST,MS2_LEV,VER_DAT_stu,VER_DAT,clase_lca,score_rendimiento,prob_clase_0,prob_clase_1,prob_clase_2,prob_clase_3
1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,2,9,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,2,2,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,2,0,0,2,2,2,0,2,2,2,2,2,2,1,2,3,2,1,1,2,3,3,2,1,1,1,0,0,0,0,0,0,2,1,0,1,3,1,0,2,0,0,0,1,349.56913333333335,0.0003940857512815578,0.9996059142368703,3.1351264962806117e-91,1.1852276397925999e-11
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,7,1,1,1,1,0,2,0,1,2,1,0,1,1,2,1,0,0,0,2,2,2,0,0,0,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,3,2,2,2,1,1,1,1,2,2,2,3,4,3,4,4,1,1,1,1,3,1,0,1,0,1,1,0,379.0019333333333,1.0,1.2926452874193434e-43,3.5104192531996e-83,3.1017255418599222e-15
1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,4,2,1,0,0,0,0,0,1,2,0,1,0,2,2,2,0,0,0,0,0,1,0,0,0,3,0,0,3,3,4,3,5,0,4,5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,2,3,2,2,2,1,1,1,1,0,2,0,0,1,1,0,1,2,2,1,1,2,2,2,1,1,3,1,1,1,3,2,3,3,3,2,3,3,1,2,1,2,1,2,0,2,3,4,6,0,2,2,2,421.1168999999999,1.638803555858098e-132,2.809194819378131e-138,1.0,1.737761454835829e-134
1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,5,0,0,0,1,1,0,3,0,0,0,0,3,0,3,2,0,0,1,1,1,0,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,3,0,1,1,2,0,0,0,0,0,1,0,0,1,3,2,1,1,1,3,3,3,416.3694666666667,2.1954765549699856e-07,6.031187120765062e-61,2.197273954014109e-99,0.9999997804523374
1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,2,1,0,5,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,1,3,1,1,1,3,1,1,3,283.9079,7.139727698585178e-14,0.00021388139588520618,4.818404324770004e-66,0.9997861186040422
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,3,0,0,0,1,1,1,1,2,1,1,1,0,0,1,2,0,2,3,0,2,1,1,0,0,1,1,0,0,0,2,0,0,2,2,0,0,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,4,3,0,6,0,1,1,3,372.28386666666665,1.5807787419152988e-12,8.755083754190332e-25,1.888768896770453e-66,0.9999999999984226
1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,7,0,0,0,0,3,1,2,3,2,2,1,1,1,1,1,0,0,0,4,0,4,0,0,0,3,0,0,3,4,4,3,5,0,4,5,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,3,2,3,3,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,3,3,3,2,3,2,3,3,3,3,0,0,0,0,0,2,1,2,1,3,2,4,4,1,2,2,2,489.33016666666674,1.9005504390332896e-128,1.046374884814807e-146,1.0,2.8157704592730063e-129
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,2,4,0,0,0,0,2,1,2,3,3,3,1,1,1,1,1,0,0,0,0,0,2,1,1,0,3,1,1,0,0,0,0,2,0,3,4,0,0,0,1,1,1,1,1,2,2,1,1,0,0,1,0,1,0,2,0,1,1,1,0,0,1,2,1,2,2,2,2,2,2,2,1,0,0,2,0,1,1,0,0,0,3,3,3,0,3,0,0,0,0,3,3,0,3,1,2,1,3,2,0,1,0,1,1,3,269.14713333333333,0.21677065118164948,1.450187176188043e-08,3.7583315218112363e-62,0.7832293343164874
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,2,2,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,0,5,3,1,1,3,295.7479,1.5981488343750152e-18,2.335151305546148e-59,3.37414292582103e-83,1.0
0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,2,2,2,1,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,3,2,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,2,2,1,1,1,0,0,2,2,2,0,0,1,0,0,2,2,1,1,1,0,2,2,1,2,1,2,3,2,3,1,1,1,1,0,1,1,2,1,0,0,0,1,3,3,0,1,0,1,1,1,429.83993333333325,1.0280754761693439e-10,0.9999999998971987,1.043545819935342e-59,4.540104832260927e-18
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,1,1,0,2,0,0,0,0,2,1,1,1,1,1,2,0,0,0,2,5,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,2,1,1,0,0,0,1,1,0,1,1,1,0,1,0,2,0,2,2,2,1,2,1,3,1,1,2,3,2,2,3,3,2,3,2,0,1,4,2,0,2,0,2,1,0,0,2,0,1,1,0,1,1,0,377.06746666666663,0.9007416680789023,0.09925833192030696,9.776303418220665e-86,7.974281966136818e-13
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,1,0,2,2,0,0,3,2,2,3,2,2,4,6,5,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,1,1,0,0,1,3,1,3,3,1,0,1,1,0,2,0,0,0,1,0,1,0,0,1,1,0,1,1,2,2,2,1,2,1,0,1,2,2,3,1,2,2,1,3,0,2,0,0,0,2,1,3,1,0,0,0,0,0,0,402.04406666666665,0.9999999999999716,1.2844310808473465e-82,1.796540020912198e-120,1.5939069679782006e-14
0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,2,2,2,1,1,0,3,0,0,0,0,0,0,5,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,3,2,0,2,2,3,1,1,0,0,1,1,0,0,0,2,0,1,2,2,1,1,2,2,1,0,0,0,2,2,1,1,3,0,3,3,3,0,3,4,0,0,0,0,0,1,3,4,2,1,1,0,0,0,322.5962333333334,0.9999999529799635,1.961025347913239e-54,3.0350405096891944e-41,4.702003842042525e-08
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,1,3,1,2,1,1,1,2,1,2,3,3,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,2,1,1,1,1,3,354.7615,1.197198281673997e-16,3.438849775530931e-58,8.336664977574257e-92,1.0
1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,3,1,3,0,1,2,3,2,2,1,3,3,4,3,0,0,0,0,0,0,0,2,2,0,0,1,1,0,3,2,3,3,2,3,1,1,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,4,4,1,0,2,2,2,380.8376333333334,6.95723824302731e-126,1.1133286082231686e-84,1.0,1.382924326453256e-120
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,2,2,1,1,2,0,1,0,1,0,2,0,0,1,1,0,1,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,1,3,3,3,1,3,2,3,3,1,0,0,0,4,0,2,2,0,2,2,0,1,0,2,0,0,0,0,357.27719999999994,0.9999999383727262,6.159067175955322e-08,4.1520643453149645e-82,3.6597626842632716e-11
0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,1,2,1,2,1,1,1,1,0,0,0,5,1,1,0,0,0,3,1,0,1,0,0,0,5,0,4,5,2,1,1,1,1,1,1,1,2,2,1,1,0,0,1,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,3,2,1,0,1,1,3,345.6050666666666,4.471913832582115e-16,3.313870522364649e-34,3.7672927958586975e-56,1.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2,3,1,1,0,1,1,2,0,1,2,1,1,2,0,0,0,0,0,0,4,4,2,0,0,0,1,1,2,0,0,0,0,0,3,0,2,0,0,0,0,1,1,1,1,2,1,1,1,2,0,1,2,1,1,2,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,3,2,0,2,3,0,1,0,1,1,3,293.18126666666666,0.0006203767511086659,5.905923367034724e-24,1.2475269838121888e-64,0.9993796232488967
1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,4,1,1,1,1,0,0,0,2,1,2,0,2,0,0,3,1,1,1,0,0,0,5,0,0,0,1,1,0,3,0,0,0,0,3,0,3,2,0,0,1,1,1,0,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,3,2,1,0,2,3,3,3,460.9968333333333,2.9605105618226217e-08,4.865096104974891e-62,1.1132067971171976e-95,0.9999999703948963
1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,0,0,0,3,3,0,0,0,0,0,1,1,0,4,0,0,0,0,2,3,0,0,0,0,1,1,1,1,2,1,1,1,0,0,1,0,1,0,2,1,2,1,1,0,1,2,1,1,1,1,1,1,1,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,1,2,0,0,3,434.3175333333334,1.2506583313873536e-07,1.2572189744335602e-23,1.6158534336047617e-108,0.9999998749341692
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,2,1,1,0,2,0,1,1,0,1,2,0,2,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,4,1,0,2,0,2,1,0,4,0,1,1,3,254.62423333333334,0.0002727845888531758,1.8384564448874274e-38,1.0357602458523502e-86,0.9997272154111517
1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,5,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,2,2,2,2,2,3,0,0,2,2,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,3,1,1,3,1,0,0,0,0,0,0,0,0,0,2,1,2,1,4,0,0,1,0,0,0,0,401.4365,0.9643429925289105,1.6039438403186428e-90,2.170345054892557e-102,0.03565700747108549
0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0,1,4,2,0,0,0,0,3,1,0,0,3,3,2,1,1,1,1,1,1,1,1,0,2,2,1,1,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,1,0,1,1,3,285.47906666666665,8.187919741785256e-42,5.939370943090239e-104,8.24392568113158e-141,1.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,2,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,3,1,1,2,0,3,1,1,0,0,2,0,0,0,0,2,0,1,2,0,1,1,1,2,0,2,2,2,2,2,3,2,1,1,1,2,1,0,0,0,0,0,0,0,2,1,3,1,0,1,3,1,1,1,376.08723333333324,1.809364992390111e-08,0.9999999819060009,7.557329110678304e-68,3.5107965396671696e-13
1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,2,6,1,1,0,0,1,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,3,2,3,0,0,1,0,1,1,0,1,1,1,1,1,1,1,2,2,1,1,0,0,1,2,1,1,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,2,2,0,0,1,1,1,1,1,3,1,2,2,2,0,0,0,0,1,1,1,0,1,3,0,3,1,3,1,1,3,365.6916,0.0011304878914545913,2.640586491329502e-22,7.248521398018854e-35,0.9988695121085438
1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,1,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,1,1,2,2,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,1,0,3,3,3,382.10100000000006,2.8204911273951934e-07,1.2769862756493664e-38,1.3298078759954751e-125,0.9999997179508824
0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,4,4,2,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,2,2,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,4,0,0,1,1,1,1,3,254.30450000000008,6.948511939539241e-21,1.5198733091217695e-18,6.126364844425275e-103,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,2,2,1,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,2,2,1,1,0,0,1,2,1,1,2,1,0,1,1,0,1,1,1,1,1,1,2,1,1,2,2,0,0,0,1,3,2,0,2,2,1,1,1,1,2,2,2,2,0,4,0,2,0,1,0,1,1,4,1,0,6,1,0,0,0,475.0707333333334,0.9999999972285991,7.539583154005759e-10,1.5781231147838944e-80,2.0174446673306968e-09
1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,2,2,1,2,0,1,3,0,3,2,2,2,1,0,0,0,0,2,0,2,2,1,1,0,0,2,1,2,2,0,1,1,0,2,1,1,0,1,1,2,0,0,0,0,1,0,0,0,1,2,2,1,3,1,1,1,3,1,1,3,314.37479999999994,0.010337975450896932,3.0853477185839796e-15,1.2032979266823699e-69,0.9896620245491021
1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,1,1,2,2,1,1,1,3,1,3,4,4,1,0,0,1,1,0,1,4,0,0,0,0,0,5,2,0,0,0,1,1,1,1,2,2,1,1,0,0,1,2,0,2,0,0,2,1,1,0,0,1,2,1,0,0,1,2,0,1,1,1,1,1,2,2,0,1,2,2,2,3,2,3,3,3,3,3,2,3,2,3,2,1,1,0,1,3,3,1,5,0,0,0,0,302.46360000000004,0.9999999999999147,9.75881300751148e-14,2.934470221180509e-61,7.530842592907904e-16
1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,2,2,4,4,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,1,1,1,0,1,0,1,1,0,0,1,2,2,0,0,2,1,0,1,2,2,1,1,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,1,1,1,3,321.6624000000001,6.92833442790052e-13,7.821726494120769e-30,2.0228972729110348e-125,0.9999999999993037
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,1,0,0,5,5,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,2,2,2,2,2,3,1,1,1,2,3,3,3,3,2,2,3,4,3,2,3,1,1,0,2,1,1,1,0,0,0,1,337.2118666666666,4.869789284667639e-07,0.9999995130210713,4.829411452842152e-46,1.9286112884586784e-23
1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,5,0,0,1,2,0,0,0,1,2,1,0,0,2,2,2,1,1,1,0,0,0,8,6,5,1,1,0,1,2,0,0,0,5,1,0,0,1,0,0,1,1,1,1,2,2,1,1,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,1,1,2,1,2,2,3,1,0,1,1,2,1,2,1,1,1,1,1,0,0,0,0,0,1,0,2,1,3,0,0,4,3,0,0,3,458.41836666666666,5.798483989717752e-50,8.95475943735842e-60,5.372623096707783e-153,1.0
1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,2,9,2,2,1,2,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,3,0,0,5,5,1,1,4,3,3,4,3,0,0,0,1,1,1,0,2,2,1,1,0,0,1,2,2,3,3,2,2,1,1,1,1,2,2,0,0,0,2,2,2,2,1,0,0,0,2,0,2,0,2,2,2,3,2,3,2,2,2,2,2,3,2,0,3,3,1,2,1,3,4,4,1,0,2,2,2,403.73633333333333,8.293815232319036e-164,3.171299811179377e-141,1.0,1.3574848398797559e-170
0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,2,0,5,0,0,0,0,0,0,0,1,2,1,1,3,1,1,1,1,0,1,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,2,1,1,2,2,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,3,1,0,1,1,1,1,3,307.53273333333334,5.1620101943572545e-08,3.411162106133638e-24,1.634117584667036e-70,0.9999999483798958
0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,3,7,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,3,0,0,0,3,0,0,0,3,4,4,3,0,0,0,3,0,0,0,2,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,2,0,2,1,1,2,2,1,0,2,2,2,0,2,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,3,4,1,6,1,1,1,1,399.65060000000005,3.3094305774518225e-17,0.9999999999405844,2.794789371948437e-70,5.942236962560146e-11
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,1,3,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,2,0,1,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,1,1,342.0316333333332,1.369634310935438e-16,0.9999999999870539,7.69683941247148e-105,1.2941350012649784e-11
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,1,0,0,0,0,1,0,1,0,0,0,2,2,2,1,1,1,4,0,0,0,0,0,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,2,1,1,0,0,2,0,2,1,1,1,1,1,2,0,1,2,1,1,1,1,1,3,1,1,1,1,3,0,0,0,4,0,0,0,1,3,1,0,1,2,1,1,0,453.06486666666655,0.999981983345776,7.53330194535195e-39,8.229391776035435e-83,1.8016654218921117e-05
1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,2,2,5,0,0,0,1,0,0,0,2,0,1,1,1,1,1,1,0,1,0,2,1,2,0,0,0,3,0,0,3,4,4,3,5,0,4,5,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,3,2,3,3,2,3,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,0,0,0,1,1,2,1,1,1,2,2,2,2,1,2,0,0,0,0,0,1,1,0,1,3,2,4,1,2,2,2,2,502.0323666666665,5.59420199651561e-131,3.479614197683707e-150,1.0,1.190095201043701e-129
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,9,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,2,1,2,1,2,0,1,2,1,0,0,2,2,1,0,0,1,2,2,2,1,1,2,2,2,2,1,2,1,1,1,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,3,326.1104333333334,3.1559795451502254e-05,4.72446726835283e-54,2.6950189133814293e-99,0.9999684402045418
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,2,0,2,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,5,2,1,3,1,2,3,2,3,2,1,1,1,0,0,1,0,1,2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,1,3,3,3,3,406.1886666666667,2.970604957022485e-47,3.838691635182846e-109,2.389811309444968e-178,1.0
